date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2017-04-10,17,6,0.0,9.1,4,4,99,07:05 PM,06:23 AM,06:20 AM,07:57 PM,8,11,12,11,26,26,75,0.1,1016,17,9,253,17
2017-04-11,9,5,0.0,6.7,2,2,100,08:11 PM,06:46 AM,06:17 AM,07:58 PM,3,3,7,3,28,83,76,0.6,1020,9,10,276,19
2017-04-12,11,7,0.0,6.9,2,2,86,09:16 PM,07:09 AM,06:15 AM,08:00 PM,7,5,9,5,32,100,88,0.7,1012,11,8,259,22
2017-04-13,11,6,0.0,9.3,3,3,79,10:20 PM,07:34 AM,06:13 AM,08:02 PM,5,5,8,5,29,64,80,1.4,1009,11,10,282,20
2017-04-14,12,3,0.0,9.3,2,2,71,11:21 PM,08:02 AM,06:11 AM,08:04 PM,4,5,8,5,22,61,78,0.6,1013,12,10,271,15
2017-04-15,10,4,0.0,9.3,2,2,63,No moonrise,08:33 AM,06:08 AM,08:05 PM,5,4,7,4,28,71,89,0.1,1010,10,8,251,17
2017-04-16,8,2,0.0,8.2,2,2,56,12:19 AM,09:11 AM,06:06 AM,08:07 PM,2,2,5,2,22,71,83,0.6,1014,8,10,295,15
2017-04-17,9,1,0.0,11.6,2,2,48,01:13 AM,09:54 AM,06:04 AM,08:09 PM,2,3,5,3,15,37,82,0.7,1015,9,9,264,10
2017-04-18,8,1,0.0,8.2,1,1,41,02:02 AM,10:44 AM,06:02 AM,08:11 PM,0,0,4,0,22,83,80,0.5,1023,8,8,73,15
2017-04-19,6,-2,0.0,10.0,1,1,33,02:44 AM,11:41 AM,06:00 AM,08:12 PM,-3,-1,3,-1,22,57,67,0.2,1033,6,10,61,15
2017-04-20,8,-2,0.0,14.5,2,2,26,03:22 AM,12:43 PM,05:58 AM,08:14 PM,-2,2,4,2,13,25,68,0.0,1034,8,10,148,9
2017-04-21,14,1,0.0,9.1,2,2,18,03:54 AM,01:51 PM,05:56 AM,08:16 PM,4,5,8,5,27,82,75,0.0,1024,14,10,258,18
2017-04-22,9,4,0.0,11.3,3,3,11,04:23 AM,03:02 PM,05:53 AM,08:17 PM,3,3,6,3,31,71,77,0.6,1018,9,10,292,21
2017-04-23,8,3,0.0,10.2,2,2,3,04:51 AM,04:17 PM,05:51 AM,08:19 PM,2,2,5,2,27,80,80,0.4,1019,8,10,287,19
2017-04-24,12,-0,0.0,11.3,2,2,0,05:17 AM,05:36 PM,05:49 AM,08:21 PM,3,5,7,5,19,62,75,0.0,1014,12,9,237,13
2017-04-25,10,3,0.0,11.3,2,2,0,05:43 AM,06:56 PM,05:47 AM,08:23 PM,4,5,8,5,21,67,79,0.6,1005,10,8,260,14
2017-04-26,11,1,0.0,11.3,2,2,0,06:11 AM,08:18 PM,05:45 AM,08:24 PM,0,5,6,5,10,64,69,0.0,1011,11,9,234,7
2017-04-27,12,1,0.0,14.5,3,3,4,06:43 AM,09:41 PM,05:43 AM,08:26 PM,0,6,7,6,10,24,68,0.0,1014,12,10,257,7
2017-04-28,12,2,0.0,14.5,3,3,12,07:21 AM,10:59 PM,05:41 AM,08:28 PM,0,8,8,8,7,43,61,0.0,1013,12,10,77,4
2017-04-29,10,3,0.0,13.5,3,3,19,08:06 AM,No moonset,05:39 AM,08:30 PM,3,5,7,5,17,41,77,0.2,1017,10,10,254,12
2017-04-30,13,1,0.0,14.5,3,3,27,08:59 AM,12:10 AM,05:37 AM,08:31 PM,2,5,8,5,24,7,72,0.0,1020,13,8,96,16
2017-05-01,15,4,0.0,11.4,2,2,33,10:01 AM,01:11 AM,05:35 AM,08:33 PM,4,7,10,7,31,46,67,0.0,1016,15,10,94,21
2017-05-02,11,8,0.0,9.4,2,2,40,11:08 AM,02:01 AM,05:33 AM,08:35 PM,6,6,9,6,32,80,80,1.0,1017,11,10,89,21
2017-05-03,15,8,0.0,10.4,3,3,48,12:18 PM,02:42 AM,05:31 AM,08:36 PM,8,10,11,10,19,82,82,0.3,1022,15,9,74,13
2017-05-04,10,8,0.0,9.4,2,2,55,01:30 PM,03:15 AM,05:29 AM,08:38 PM,8,7,9,7,21,100,93,1.5,1019,10,7,42,14
2017-05-05,13,8,0.0,10.5,3,3,62,02:39 PM,03:43 AM,05:28 AM,08:40 PM,9,10,11,10,8,82,90,0.0,1019,13,6,234,5
2017-05-06,17,6,0.0,10.5,3,3,70,03:48 PM,04:07 AM,05:26 AM,08:42 PM,9,12,12,12,13,76,83,0.1,1016,17,7,52,9
2017-05-07,18,6,0.0,13.5,4,4,77,04:55 PM,04:29 AM,05:24 AM,08:43 PM,6,11,12,11,14,59,72,0.0,1012,18,8,228,9
2017-05-08,10,3,0.0,9.5,2,2,84,06:01 PM,04:51 AM,05:22 AM,08:45 PM,4,6,8,6,19,72,78,0.2,1016,10,9,163,13
2017-05-09,9,-1,0.0,11.5,2,2,91,07:07 PM,05:14 AM,05:20 AM,08:47 PM,1,4,5,4,12,58,75,0.8,1018,9,10,251,8
2017-05-10,11,3,0.0,9.6,2,2,99,08:11 PM,05:38 AM,05:19 AM,08:48 PM,4,5,7,5,17,91,81,0.0,1010,11,10,232,11
2017-05-11,18,3,0.0,13.5,4,4,100,09:13 PM,06:04 AM,05:17 AM,08:50 PM,6,11,12,11,16,26,71,0.0,1006,18,9,86,10
2017-05-12,22,8,0.0,13.5,4,4,87,10:13 PM,06:33 AM,05:15 AM,08:52 PM,10,14,15,14,20,52,77,0.3,1004,22,10,100,13
2017-05-13,19,11,0.0,11.6,3,3,80,11:09 PM,07:09 AM,05:14 AM,08:53 PM,13,15,15,15,13,68,90,2.4,1010,19,6,157,8
2017-05-14,20,10,0.0,12.6,4,4,72,11:59 PM,07:50 AM,05:12 AM,08:55 PM,13,16,16,16,10,39,86,1.7,1019,20,8,291,7
2017-05-15,20,10,0.0,14.5,4,4,65,No moonrise,08:37 AM,05:10 AM,08:56 PM,11,15,15,15,16,22,77,0.0,1027,20,8,293,11
2017-05-16,18,8,0.0,9.7,3,3,58,12:44 AM,09:31 AM,05:09 AM,08:58 PM,11,14,14,14,10,83,82,1.0,1029,18,9,98,6
2017-05-17,24,13,0.0,12.6,5,5,50,01:23 AM,10:30 AM,05:07 AM,08:59 PM,13,19,19,19,15,60,72,0.1,1023,24,10,133,9
2017-05-18,27,14,0.0,16.0,6,6,43,01:56 AM,11:35 AM,05:06 AM,09:01 PM,13,21,21,21,19,6,66,0.0,1013,27,10,151,13
2017-05-19,28,15,0.0,16.0,6,6,36,02:26 AM,12:43 PM,05:04 AM,09:03 PM,16,22,23,22,16,15,70,0.4,1009,28,9,132,10
2017-05-20,19,12,0.0,13.8,3,3,29,02:53 AM,01:54 PM,05:03 AM,09:04 PM,11,14,15,14,23,71,78,0.2,1018,19,10,297,16
2017-05-21,20,9,0.0,16.0,5,5,21,03:18 AM,03:09 PM,05:02 AM,09:06 PM,10,16,16,16,15,29,69,0.1,1026,20,8,261,10
2017-05-22,21,9,0.0,16.1,5,5,14,03:43 AM,04:27 PM,05:00 AM,09:07 PM,8,16,17,16,11,37,60,0.0,1022,21,10,79,6
2017-05-23,24,10,0.0,16.5,5,5,7,04:09 AM,05:48 PM,04:59 AM,09:08 PM,11,18,18,18,16,30,66,1.8,1016,24,10,209,11
2017-05-24,16,10,0.0,14.1,3,3,0,04:38 AM,07:10 PM,04:58 AM,09:10 PM,9,10,12,10,25,76,83,0.9,1019,16,9,301,17
2017-05-25,17,8,0.0,15.7,4,4,0,05:13 AM,08:31 PM,04:57 AM,09:11 PM,10,13,14,13,18,59,79,0.1,1021,17,8,294,12
2017-05-26,23,10,0.0,16.6,5,5,0,05:54 AM,09:49 PM,04:55 AM,09:13 PM,12,17,17,17,17,26,77,0.0,1021,23,9,243,11
2017-05-27,25,11,0.0,16.6,5,5,8,06:43 AM,10:57 PM,04:54 AM,09:14 PM,13,21,21,21,15,1,63,0.0,1023,25,9,110,10
2017-05-28,29,13,0.0,16.6,6,6,15,07:43 AM,11:55 PM,04:53 AM,09:15 PM,15,23,23,23,18,10,64,1.2,1019,29,10,207,12
2017-05-29,28,17,0.0,16.6,6,6,22,08:50 AM,No moonset,04:52 AM,09:16 PM,18,24,24,23,13,24,75,1.7,1014,28,10,250,9
2017-05-30,28,17,0.0,15.8,6,6,29,10:03 AM,12:41 AM,04:51 AM,09:18 PM,19,22,23,22,17,38,81,8.2,1011,28,10,202,11
2017-05-31,22,13,0.0,16.6,5,5,33,11:16 AM,01:18 AM,04:50 AM,09:19 PM,13,17,18,17,25,38,76,0.2,1017,22,9,289,18
2017-06-01,20,7,0.0,16.7,4,4,46,12:28 PM,01:48 AM,04:49 AM,09:20 PM,9,14,15,14,17,9,70,0.0,1021,20,9,295,13
2017-06-02,23,8,0.0,16.7,5,5,53,01:38 PM,02:14 AM,04:49 AM,09:21 PM,11,20,20,20,12,0,61,0.0,1019,23,10,216,8
2017-06-03,25,11,0.0,15.0,5,5,61,02:46 PM,02:37 AM,04:48 AM,09:22 PM,11,18,19,18,17,46,66,2.7,1015,25,10,105,11
2017-06-04,18,12,0.0,14.2,4,4,68,03:53 PM,02:58 AM,04:47 AM,09:23 PM,15,16,16,16,19,71,92,2.5,1010,18,8,250,11
2017-06-05,22,10,0.0,16.6,5,5,76,04:58 PM,03:20 AM,04:46 AM,09:24 PM,11,17,17,17,9,46,73,1.2,1014,22,9,229,6
2017-06-06,23,13,0.0,15.8,4,4,83,06:02 PM,03:43 AM,04:46 AM,09:25 PM,15,17,18,17,20,53,85,7.2,1005,23,8,167,13
2017-06-07,17,10,0.0,15.8,3,3,91,07:06 PM,04:08 AM,04:45 AM,09:26 PM,10,13,14,13,28,52,79,2.0,1010,17,10,233,19
2017-06-08,19,10,0.0,15.8,5,5,98,08:06 PM,04:36 AM,04:45 AM,09:27 PM,11,15,15,15,20,55,77,0.2,1017,19,9,211,13
2017-06-09,27,13,0.0,15.8,5,5,100,09:04 PM,05:09 AM,04:44 AM,09:28 PM,13,19,20,19,22,35,69,0.0,1013,27,10,198,15
2017-06-10,21,11,0.0,16.8,5,5,87,09:57 PM,05:48 AM,04:44 AM,09:28 PM,12,17,18,17,12,40,74,0.0,1019,21,8,280,9
2017-06-11,27,14,0.0,16.6,6,6,79,10:44 PM,06:32 AM,04:44 AM,09:29 PM,13,21,22,21,14,27,63,0.0,1017,27,10,196,9
2017-06-12,21,13,0.0,16.6,5,5,71,11:25 PM,07:24 AM,04:43 AM,09:30 PM,14,18,19,18,26,50,77,2.3,1011,21,10,261,18
2017-06-13,18,12,0.0,15.0,5,5,64,12:00 AM,08:22 AM,04:43 AM,09:30 PM,11,15,15,15,28,59,77,0.5,1015,18,10,278,19
2017-06-14,21,10,0.0,16.9,5,5,56,No moonrise,09:25 AM,04:43 AM,09:31 PM,11,16,16,16,16,39,75,0.0,1019,21,8,270,11
2017-06-15,26,11,0.0,16.9,5,5,49,12:30 AM,10:30 AM,04:43 AM,09:32 PM,12,20,21,20,11,26,64,0.0,1016,26,10,140,7
2017-06-16,19,12,0.0,16.6,5,5,41,12:58 AM,11:40 AM,04:43 AM,09:32 PM,13,17,17,17,27,47,76,0.9,1014,19,10,283,19
2017-06-17,20,11,0.0,14.2,3,3,34,01:23 AM,12:51 PM,04:43 AM,09:32 PM,11,14,15,14,26,68,79,0.2,1020,20,10,304,17
2017-06-18,25,11,0.0,16.9,5,5,26,01:47 AM,02:05 PM,04:43 AM,09:33 PM,15,20,21,20,13,6,74,0.0,1024,25,8,308,8
2017-06-19,29,14,0.0,16.9,6,6,19,02:11 AM,03:22 PM,04:43 AM,09:33 PM,17,25,25,24,8,15,67,0.0,1021,29,9,174,5
2017-06-20,28,16,0.0,16.9,6,6,11,02:37 AM,04:41 PM,04:43 AM,09:33 PM,15,24,24,23,17,15,61,0.7,1016,28,10,274,12
2017-06-21,23,11,0.0,16.9,5,5,4,03:08 AM,06:02 PM,04:43 AM,09:34 PM,11,18,19,18,13,9,64,0.0,1018,23,10,280,9
2017-06-22,30,13,0.0,16.9,6,6,0,03:44 AM,07:21 PM,04:43 AM,09:34 PM,14,22,23,22,18,20,63,1.5,1012,30,10,196,11
2017-06-23,21,17,0.0,12.7,4,4,0,04:28 AM,08:35 PM,04:44 AM,09:34 PM,15,19,20,19,27,72,78,0.1,1010,21,10,274,18
2017-06-24,20,16,0.0,13.5,4,4,0,05:23 AM,09:39 PM,04:44 AM,09:34 PM,15,18,18,18,20,82,85,0.5,1012,20,9,268,12
2017-06-25,20,15,0.0,12.7,4,4,4,06:27 AM,10:32 PM,04:44 AM,09:34 PM,16,18,18,18,21,93,87,2.1,1010,20,8,251,14
2017-06-26,21,13,0.0,16.6,5,5,11,07:39 AM,11:15 PM,04:45 AM,09:34 PM,12,16,16,16,17,57,78,1.2,1011,21,7,285,12
2017-06-27,22,10,0.0,16.6,5,5,19,08:54 AM,11:49 PM,04:45 AM,09:34 PM,10,17,18,17,10,33,64,0.0,1012,22,10,113,6
2017-06-28,26,12,0.0,16.6,5,5,26,10:09 AM,No moonset,04:46 AM,09:34 PM,15,20,21,20,17,33,72,2.2,1002,26,10,106,11
2017-06-29,23,16,0.0,13.4,4,4,34,11:23 AM,12:17 AM,04:46 AM,09:33 PM,17,19,19,19,23,69,92,46.4,993,23,8,305,15
2017-06-30,18,14,0.0,12.6,4,4,42,12:33 PM,12:42 AM,04:47 AM,09:33 PM,15,16,16,16,31,91,92,3.0,1000,18,9,262,20
2017-07-01,18,13,0.0,12.6,4,4,47,01:42 PM,01:05 AM,04:48 AM,09:33 PM,14,16,16,16,22,99,90,0.4,1005,18,7,255,15
2017-07-02,19,13,0.0,13.4,4,4,55,02:48 PM,01:27 AM,04:48 AM,09:32 PM,13,14,15,14,24,80,89,0.2,1014,19,9,285,16
2017-07-03,21,10,0.0,16.6,5,5,62,03:53 PM,01:49 AM,04:49 AM,09:32 PM,11,16,17,16,17,50,74,0.0,1019,21,8,262,12
2017-07-04,19,12,0.0,15.8,5,5,69,04:57 PM,02:13 AM,04:50 AM,09:31 PM,11,15,16,15,20,63,76,0.1,1018,19,10,295,14
2017-07-05,19,11,0.0,15.0,4,4,76,05:59 PM,02:39 AM,04:51 AM,09:31 PM,12,16,16,16,11,62,77,0.0,1019,19,10,241,7
2017-07-06,25,10,0.0,15.0,5,5,84,06:58 PM,03:11 AM,04:52 AM,09:30 PM,13,19,20,19,8,57,68,0.2,1019,25,10,133,4
2017-07-07,26,15,0.0,16.6,4,4,91,07:53 PM,03:47 AM,04:53 AM,09:30 PM,16,20,20,20,13,36,82,8.9,1014,26,8,143,8
2017-07-08,23,16,0.0,15.8,5,5,98,08:42 PM,04:29 AM,04:54 AM,09:29 PM,17,20,21,20,18,41,82,2.5,1014,23,9,290,12
2017-07-09,22,13,0.0,15.8,5,5,100,09:25 PM,05:19 AM,04:55 AM,09:28 PM,13,19,20,19,11,46,73,0.2,1015,22,8,175,6
2017-07-10,22,14,0.0,14.2,5,5,87,10:03 PM,06:15 AM,04:56 AM,09:27 PM,16,18,19,18,11,68,83,2.1,1008,22,9,121,7
2017-07-11,23,15,0.0,15.8,5,5,80,10:35 PM,07:17 AM,04:57 AM,09:26 PM,15,19,20,19,14,50,80,0.2,1010,23,9,268,10
2017-07-12,20,14,0.0,14.1,5,5,73,11:03 PM,08:22 AM,04:58 AM,09:26 PM,15,17,17,17,19,65,88,3.1,1009,20,9,243,12
2017-07-13,18,10,0.0,13.3,3,3,65,11:29 PM,09:30 AM,04:59 AM,09:25 PM,11,13,14,13,23,86,80,0.1,1018,18,10,295,16
2017-07-14,21,12,0.0,15.7,5,5,58,11:53 PM,10:40 AM,05:01 AM,09:24 PM,11,17,17,17,6,58,68,1.7,1016,21,10,232,4
2017-07-15,21,11,0.0,16.2,5,5,51,No moonrise,11:52 AM,05:02 AM,09:23 PM,12,17,17,17,11,15,74,2.4,1019,21,10,308,7
2017-07-16,20,12,0.0,13.9,5,5,44,12:16 AM,01:06 PM,05:03 AM,09:21 PM,14,17,17,17,14,57,81,0.0,1022,20,9,246,9
2017-07-17,22,14,0.0,16.2,5,5,36,12:41 AM,02:22 PM,05:04 AM,09:20 PM,14,18,19,18,15,38,77,0.4,1021,22,9,311,11
2017-07-18,24,12,0.0,16.1,5,5,29,01:08 AM,03:40 PM,05:06 AM,09:19 PM,14,20,20,20,11,17,71,0.0,1022,24,9,176,7
2017-07-19,29,13,0.0,16.1,6,6,22,01:40 AM,04:57 PM,05:07 AM,09:18 PM,14,22,23,22,17,16,62,0.1,1016,29,10,91,11
2017-07-20,29,20,0.0,16.1,6,6,15,02:19 AM,06:12 PM,05:08 AM,09:17 PM,17,26,26,25,12,40,64,2.8,1010,29,10,190,9
2017-07-21,26,19,0.0,16.1,6,6,7,03:07 AM,07:20 PM,05:10 AM,09:15 PM,16,24,24,23,14,33,65,0.2,1013,26,10,230,11
2017-07-22,27,18,0.0,16.0,6,6,0,04:05 AM,08:19 PM,05:11 AM,09:14 PM,17,23,23,22,16,36,72,3.5,1014,27,10,95,12
2017-07-23,25,18,0.0,16.0,6,6,0,05:13 AM,09:07 PM,05:13 AM,09:12 PM,15,22,22,22,12,37,69,0.3,1013,25,9,212,10
2017-07-24,25,17,0.0,15.6,6,6,0,06:27 AM,09:46 PM,05:14 AM,09:11 PM,12,21,22,21,8,43,58,2.9,1009,25,10,172,6
2017-07-25,18,15,0.0,12.0,4,4,7,07:45 AM,10:17 PM,05:16 AM,09:10 PM,14,17,17,17,14,97,86,15.9,1002,18,9,146,11
2017-07-26,17,15,0.0,11.9,4,4,14,09:00 AM,10:44 PM,05:17 AM,09:08 PM,15,16,16,16,23,100,90,10.5,1002,17,8,317,16
2017-07-27,22,15,0.0,14.7,5,5,22,10:14 AM,11:08 PM,05:19 AM,09:06 PM,15,20,21,20,15,43,73,0.0,1006,22,10,251,11
2017-07-28,23,16,0.0,15.9,5,5,29,11:26 AM,11:31 PM,05:20 AM,09:05 PM,12,20,21,20,18,16,64,2.9,1010,23,10,263,14
2017-07-29,25,16,0.0,15.6,6,6,36,12:34 PM,11:54 PM,05:22 AM,09:03 PM,14,21,22,21,15,44,65,0.2,1014,25,10,219,11
2017-07-30,32,19,0.0,15.8,7,7,43,01:41 PM,No moonset,05:23 AM,09:02 PM,17,27,27,26,22,16,58,0.0,1010,32,10,203,16
2017-07-31,28,21,0.0,15.8,6,6,47,02:45 PM,12:17 AM,05:25 AM,09:00 PM,15,26,26,25,12,26,56,0.3,1014,28,10,243,9
2017-08-01,31,22,0.0,14.5,7,7,58,03:48 PM,12:42 AM,05:26 AM,08:58 PM,18,28,28,26,10,29,61,2.1,1015,31,10,224,8
2017-08-02,27,20,0.0,12.5,6,6,65,04:48 PM,01:12 AM,05:28 AM,08:56 PM,16,25,25,24,9,47,60,0.2,1017,27,10,254,7
2017-08-03,29,22,0.0,12.5,6,6,73,05:45 PM,01:46 AM,05:30 AM,08:55 PM,16,26,26,25,16,57,58,0.5,1012,29,9,222,13
2017-08-04,24,19,0.0,12.5,6,6,80,06:37 PM,02:26 AM,05:31 AM,08:53 PM,14,22,24,22,19,49,61,0.1,1011,24,10,258,14
2017-08-05,23,17,0.0,13.5,5,5,87,07:23 PM,03:13 AM,05:33 AM,08:51 PM,13,20,20,20,16,37,66,1.0,1014,23,10,270,13
2017-08-06,22,15,0.0,14.5,5,5,94,08:03 PM,04:07 AM,05:34 AM,08:49 PM,10,19,20,19,15,17,59,0.1,1020,22,10,274,12
2017-08-07,25,15,0.0,14.5,6,6,100,08:37 PM,05:07 AM,05:36 AM,08:47 PM,9,21,22,21,9,12,47,0.0,1021,25,10,169,7
2017-08-08,27,17,0.0,11.5,5,5,100,09:07 PM,06:12 AM,05:38 AM,08:45 PM,12,23,23,22,23,36,52,0.0,1014,27,10,127,17
2017-08-09,27,20,0.0,14.5,6,6,84,09:34 PM,07:20 AM,05:39 AM,08:43 PM,13,24,24,24,14,28,53,0.0,1015,27,10,256,11
2017-08-10,26,18,0.0,12.5,6,6,77,09:58 PM,08:30 AM,05:41 AM,08:41 PM,13,22,23,22,19,58,56,1.8,1018,26,10,23,14
2017-08-11,21,17,0.0,10.4,4,4,69,10:22 PM,09:43 AM,05:43 AM,08:39 PM,15,19,19,19,16,78,77,4.1,1013,21,9,141,12
2017-08-12,20,15,0.0,9.3,4,4,62,10:46 PM,10:56 AM,05:44 AM,08:37 PM,12,16,16,16,23,93,74,0.1,1013,20,10,242,17
2017-08-13,23,15,0.0,13.5,5,5,55,11:13 PM,12:11 PM,05:46 AM,08:35 PM,12,19,19,19,14,41,67,0.3,1019,23,10,247,11
2017-08-14,24,15,0.0,14.5,5,5,47,11:42 PM,01:27 PM,05:48 AM,08:33 PM,12,20,21,20,10,23,59,0.0,1023,24,10,92,7
2017-08-15,29,16,0.0,14.5,6,6,40,No moonrise,02:42 PM,05:49 AM,08:31 PM,13,23,23,23,20,14,54,0.0,1019,29,10,134,14
2017-08-16,24,19,0.0,12.4,6,6,33,12:17 AM,03:56 PM,05:51 AM,08:29 PM,16,21,22,21,11,44,72,3.0,1020,24,10,226,8
2017-08-17,27,17,0.0,13.4,6,6,26,01:00 AM,05:05 PM,05:53 AM,08:27 PM,15,22,23,22,14,41,66,0.1,1018,27,10,155,11
2017-08-18,25,19,0.0,12.4,6,6,18,01:52 AM,06:06 PM,05:54 AM,08:25 PM,18,24,24,22,13,63,75,3.4,1013,25,10,241,10
2017-08-19,22,17,0.0,14.5,5,5,11,02:54 AM,06:58 PM,05:56 AM,08:23 PM,11,19,19,19,19,23,62,0.1,1015,22,10,247,15
2017-08-20,21,14,0.0,13.4,5,5,4,04:04 AM,07:40 PM,05:57 AM,08:21 PM,10,18,18,18,17,27,61,0.1,1020,21,10,258,13
2017-08-21,20,13,0.0,13.4,5,5,0,05:19 AM,08:14 PM,05:59 AM,08:19 PM,11,16,16,16,22,43,71,0.1,1021,20,10,279,17
2017-08-22,18,12,0.0,9.3,4,4,0,06:35 AM,08:44 PM,06:01 AM,08:16 PM,9,15,15,15,16,39,68,0.0,1021,18,10,299,12
2017-08-23,22,12,0.0,11.6,5,5,3,07:51 AM,09:10 PM,06:02 AM,08:14 PM,10,18,19,18,7,19,61,0.0,1019,22,10,285,6
2017-08-24,23,14,0.0,9.3,5,5,10,09:05 AM,09:33 PM,06:04 AM,08:12 PM,12,20,20,20,11,45,61,0.3,1015,23,10,201,8
2017-08-25,23,16,0.0,9.3,4,4,18,10:15 AM,09:56 PM,06:06 AM,08:10 PM,13,20,21,20,11,48,64,0.0,1018,23,10,247,9
2017-08-26,23,16,0.0,8.2,5,5,25,11:25 AM,10:19 PM,06:07 AM,08:08 PM,14,20,21,20,9,48,66,1.4,1017,23,10,90,7
2017-08-27,22,17,0.0,10.4,5,5,32,12:31 PM,10:44 PM,06:09 AM,08:06 PM,14,20,20,20,19,40,69,0.1,1016,22,10,292,14
2017-08-28,24,15,0.0,11.6,5,5,40,01:36 PM,11:12 PM,06:11 AM,08:03 PM,12,20,21,20,5,25,60,0.0,1020,24,10,253,4
2017-08-29,27,16,0.0,11.6,6,6,47,02:37 PM,11:44 PM,06:12 AM,08:01 PM,12,22,23,22,12,7,54,0.0,1017,27,10,157,9
2017-08-30,30,19,0.0,11.6,6,6,54,03:36 PM,No moonset,06:14 AM,07:59 PM,14,25,25,25,18,7,53,0.1,1011,30,10,165,13
2017-08-31,25,17,0.0,7.9,6,6,58,04:29 PM,12:22 AM,06:16 AM,07:57 PM,16,22,23,22,21,59,70,1.4,1012,25,9,259,15
2017-09-01,18,14,0.0,7.9,4,4,71,05:18 PM,01:06 AM,06:17 AM,07:54 PM,11,16,17,16,9,77,68,1.2,1020,18,10,252,8
2017-09-02,20,13,0.0,11.6,5,5,79,06:00 PM,01:57 AM,06:19 AM,07:52 PM,9,17,17,17,12,23,63,0.3,1018,20,10,259,9
2017-09-03,20,12,0.0,11.6,5,5,86,06:36 PM,02:55 AM,06:20 AM,07:50 PM,9,16,16,16,11,23,64,0.2,1016,20,10,334,9
2017-09-04,21,12,0.0,11.6,5,5,94,07:08 PM,03:58 AM,06:22 AM,07:47 PM,9,17,17,17,16,11,61,0.0,1015,21,10,299,12
2017-09-05,23,13,0.0,11.6,5,5,100,07:36 PM,05:06 AM,06:24 AM,07:45 PM,9,18,19,18,12,9,54,0.0,1018,23,10,236,10
2017-09-06,21,15,0.0,7.8,5,5,100,08:02 PM,06:16 AM,06:25 AM,07:43 PM,12,18,19,18,22,63,69,2.4,1011,21,10,224,16
2017-09-07,19,13,0.0,11.6,5,5,83,08:26 PM,07:30 AM,06:27 AM,07:41 PM,9,15,16,15,28,46,64,0.1,1011,19,10,269,21
2017-09-08,18,13,0.0,7.8,4,4,76,08:51 PM,08:44 AM,06:29 AM,07:38 PM,10,15,16,15,25,72,70,0.1,1007,18,10,214,18
2017-09-09,19,15,0.0,7.8,4,4,68,09:17 PM,10:00 AM,06:30 AM,07:36 PM,11,16,17,16,27,80,69,0.3,1000,19,9,196,18
2017-09-10,20,14,0.0,11.6,5,5,61,09:45 PM,11:17 AM,06:32 AM,07:33 PM,11,17,17,17,14,61,67,0.1,1004,20,10,218,10
2017-09-11,20,13,0.0,10.3,5,5,53,10:18 PM,12:33 PM,06:34 AM,07:31 PM,9,16,16,16,23,23,64,0.0,1001,20,10,200,17
2017-09-12,19,13,0.0,10.3,5,5,46,10:58 PM,01:47 PM,06:35 AM,07:29 PM,8,15,15,15,23,27,64,0.1,1004,19,10,232,16
2017-09-13,18,11,0.0,9.0,3,3,38,11:46 PM,02:57 PM,06:37 AM,07:26 PM,9,13,14,13,35,45,70,0.6,1002,18,9,221,23
2017-09-14,15,12,0.0,10.3,4,4,31,No moonrise,03:59 PM,06:39 AM,07:24 PM,8,12,13,12,31,55,71,1.0,1000,15,10,235,22
2017-09-15,18,11,0.0,11.6,4,4,23,12:43 AM,04:53 PM,06:41 AM,07:22 PM,8,13,14,13,22,53,67,0.0,1010,18,10,241,17
2017-09-16,17,10,0.0,11.6,4,4,16,01:49 AM,05:37 PM,06:42 AM,07:19 PM,7,14,14,14,11,11,63,0.0,1012,17,10,197,8
2017-09-17,19,11,0.0,11.6,4,4,8,03:01 AM,06:13 PM,06:44 AM,07:17 PM,7,16,16,16,5,19,58,0.0,1013,19,10,130,4
2017-09-18,17,10,0.0,11.6,4,4,0,04:15 AM,06:44 PM,06:46 AM,07:14 PM,7,14,14,14,8,19,62,0.7,1014,17,10,267,7
2017-09-19,18,10,0.0,11.6,4,4,0,05:30 AM,07:10 PM,06:47 AM,07:12 PM,7,14,14,14,10,20,64,0.2,1016,18,10,259,8
2017-09-20,17,10,0.0,11.6,4,4,0,06:44 AM,07:35 PM,06:49 AM,07:10 PM,8,13,14,13,13,27,70,0.0,1019,17,10,274,10
2017-09-21,17,10,0.0,10.3,4,4,0,07:56 AM,07:57 PM,06:51 AM,07:07 PM,9,13,14,13,10,41,75,0.1,1021,17,10,272,8
2017-09-22,18,10,0.0,10.3,4,4,7,09:07 AM,08:20 PM,06:52 AM,07:05 PM,9,15,15,15,5,37,70,0.0,1021,18,10,195,4
2017-09-23,16,11,0.0,7.6,4,4,14,10:15 AM,08:45 PM,06:54 AM,07:02 PM,10,14,15,14,9,53,75,3.1,1023,16,9,182,7
2017-09-24,18,13,0.0,6.2,3,3,22,11:21 AM,09:12 PM,06:56 AM,07:00 PM,13,15,15,15,14,87,85,5.6,1022,18,9,139,10
2017-09-25,15,13,0.0,7.4,3,3,30,12:25 PM,09:42 PM,06:57 AM,06:58 PM,11,14,14,14,16,68,83,1.7,1023,15,10,72,11
